"Iteracao";"grad_m";"grad_b"
11843;-0.072763;1.222326
11844;-0.072756;1.222209
11845;-0.072749;1.222093
11846;-0.072742;1.221977
11847;-0.072735;1.221861
11848;-0.072728;1.221744
11849;-0.072721;1.221628
11850;-0.072714;1.221512
11851;-0.072707;1.221396
11852;-0.072700;1.221280
11853;-0.072693;1.221164
11854;-0.072686;1.221047
11855;-0.072680;1.220931
11856;-0.072673;1.220815
11857;-0.072666;1.220699
11858;-0.072659;1.220583
11859;-0.072652;1.220467
11860;-0.072645;1.220351
11861;-0.072638;1.220235
11862;-0.072631;1.220119
11863;-0.072624;1.220003
11864;-0.072617;1.219887
11865;-0.072610;1.219771
11866;-0.072604;1.219655
11867;-0.072597;1.219539
11868;-0.072590;1.219423
11869;-0.072583;1.219307
11870;-0.072576;1.219191
11871;-0.072569;1.219075
11872;-0.072562;1.218959
11873;-0.072555;1.218843
11874;-0.072548;1.218727
11875;-0.072541;1.218611
11876;-0.072535;1.218495
11877;-0.072528;1.218379
11878;-0.072521;1.218263
11879;-0.072514;1.218148
11880;-0.072507;1.218032
11881;-0.072500;1.217916
11882;-0.072493;1.217800
11883;-0.072486;1.217684
11884;-0.072479;1.217568
11885;-0.072472;1.217453
11886;-0.072466;1.217337
11887;-0.072459;1.217221
11888;-0.072452;1.217105
11889;-0.072445;1.216990
11890;-0.072438;1.216874
11891;-0.072431;1.216758
11892;-0.072424;1.216642
11893;-0.072417;1.216527
11894;-0.072410;1.216411
11895;-0.072404;1.216295
11896;-0.072397;1.216180
11897;-0.072390;1.216064
11898;-0.072383;1.215948
11899;-0.072376;1.215833
11900;-0.072369;1.215717
11901;-0.072362;1.215601
11902;-0.072355;1.215486
11903;-0.072349;1.215370
11904;-0.072342;1.215255
11905;-0.072335;1.215139
11906;-0.072328;1.215023
11907;-0.072321;1.214908
11908;-0.072314;1.214792
11909;-0.072307;1.214677
11910;-0.072300;1.214561
11911;-0.072293;1.214446
11912;-0.072287;1.214330
11913;-0.072280;1.214215
11914;-0.072273;1.214099
11915;-0.072266;1.213984
11916;-0.072259;1.213868
11917;-0.072252;1.213753
11918;-0.072245;1.213637
11919;-0.072238;1.213522
11920;-0.072232;1.213407
11921;-0.072225;1.213291
11922;-0.072218;1.213176
11923;-0.072211;1.213060
11924;-0.072204;1.212945
11925;-0.072197;1.212830
11926;-0.072190;1.212714
11927;-0.072184;1.212599
11928;-0.072177;1.212484
11929;-0.072170;1.212368
11930;-0.072163;1.212253
11931;-0.072156;1.212138
11932;-0.072149;1.212023
11933;-0.072142;1.211907
11934;-0.072136;1.211792
11935;-0.072129;1.211677
11936;-0.072122;1.211562
11937;-0.072115;1.211446
11938;-0.072108;1.211331
11939;-0.072101;1.211216
11940;-0.072094;1.211101
11941;-0.072087;1.210986
11942;-0.072081;1.210870
11943;-0.072074;1.210755
11944;-0.072067;1.210640
11945;-0.072060;1.210525
11946;-0.072053;1.210410
11947;-0.072046;1.210295
11948;-0.072040;1.210180
11949;-0.072033;1.210064
11950;-0.072026;1.209949
11951;-0.072019;1.209834
11952;-0.072012;1.209719
11953;-0.072005;1.209604
11954;-0.071998;1.209489
11955;-0.071992;1.209374
11956;-0.071985;1.209259
11957;-0.071978;1.209144
11958;-0.071971;1.209029
11959;-0.071964;1.208914
11960;-0.071957;1.208799
11961;-0.071951;1.208684
11962;-0.071944;1.208569
11963;-0.071937;1.208454
11964;-0.071930;1.208339
11965;-0.071923;1.208224
11966;-0.071916;1.208110
11967;-0.071909;1.207995
11968;-0.071903;1.207880
11969;-0.071896;1.207765
11970;-0.071889;1.207650
11971;-0.071882;1.207535
11972;-0.071875;1.207420
11973;-0.071868;1.207305
11974;-0.071862;1.207191
11975;-0.071855;1.207076
11976;-0.071848;1.206961
11977;-0.071841;1.206846
11978;-0.071834;1.206731
11979;-0.071827;1.206617
11980;-0.071821;1.206502
11981;-0.071814;1.206387
11982;-0.071807;1.206272
11983;-0.071800;1.206158
11984;-0.071793;1.206043
11985;-0.071786;1.205928
11986;-0.071780;1.205814
11987;-0.071773;1.205699
11988;-0.071766;1.205584
11989;-0.071759;1.205470
11990;-0.071752;1.205355
11991;-0.071745;1.205240
11992;-0.071739;1.205126
11993;-0.071732;1.205011
11994;-0.071725;1.204897
11995;-0.071718;1.204782
11996;-0.071711;1.204667
11997;-0.071705;1.204553
11998;-0.071698;1.204438
11999;-0.071691;1.204324
12000;-0.071684;1.204209
12001;-0.071677;1.204095
12002;-0.071670;1.203980
12003;-0.071664;1.203866
12004;-0.071657;1.203751
12005;-0.071650;1.203637
12006;-0.071643;1.203522
12007;-0.071636;1.203408
12008;-0.071630;1.203293
12009;-0.071623;1.203179
12010;-0.071616;1.203064
12011;-0.071609;1.202950
12012;-0.071602;1.202836
12013;-0.071596;1.202721
12014;-0.071589;1.202607
12015;-0.071582;1.202492
12016;-0.071575;1.202378
12017;-0.071568;1.202264
12018;-0.071561;1.202149
12019;-0.071555;1.202035
12020;-0.071548;1.201921
12021;-0.071541;1.201806
12022;-0.071534;1.201692
12023;-0.071527;1.201578
12024;-0.071521;1.201463
12025;-0.071514;1.201349
12026;-0.071507;1.201235
12027;-0.071500;1.201121
12028;-0.071493;1.201006
12029;-0.071487;1.200892
12030;-0.071480;1.200778
12031;-0.071473;1.200664
12032;-0.071466;1.200550
12033;-0.071459;1.200435
12034;-0.071453;1.200321
12035;-0.071446;1.200207
12036;-0.071439;1.200093
12037;-0.071432;1.199979
12038;-0.071425;1.199865
12039;-0.071419;1.199751
12040;-0.071412;1.199637
12041;-0.071405;1.199522
12042;-0.071398;1.199408
12043;-0.071392;1.199294
12044;-0.071385;1.199180
12045;-0.071378;1.199066
12046;-0.071371;1.198952
12047;-0.071364;1.198838
12048;-0.071358;1.198724
12049;-0.071351;1.198610
12050;-0.071344;1.198496
12051;-0.071337;1.198382
12052;-0.071330;1.198268
12053;-0.071324;1.198154
12054;-0.071317;1.198040
12055;-0.071310;1.197926
12056;-0.071303;1.197812
12057;-0.071297;1.197698
12058;-0.071290;1.197585
12059;-0.071283;1.197471
12060;-0.071276;1.197357
12061;-0.071269;1.197243
12062;-0.071263;1.197129
12063;-0.071256;1.197015
12064;-0.071249;1.196901
12065;-0.071242;1.196787
12066;-0.071236;1.196674
12067;-0.071229;1.196560
12068;-0.071222;1.196446
12069;-0.071215;1.196332
12070;-0.071208;1.196219
12071;-0.071202;1.196105
12072;-0.071195;1.195991
12073;-0.071188;1.195877
12074;-0.071181;1.195763
12075;-0.071175;1.195650
12076;-0.071168;1.195536
12077;-0.071161;1.195422
12078;-0.071154;1.195309
12079;-0.071148;1.195195
12080;-0.071141;1.195081
12081;-0.071134;1.194968
12082;-0.071127;1.194854
12083;-0.071120;1.194740
12084;-0.071114;1.194627
12085;-0.071107;1.194513
12086;-0.071100;1.194400
12087;-0.071093;1.194286
12088;-0.071087;1.194172
12089;-0.071080;1.194059
12090;-0.071073;1.193945
12091;-0.071066;1.193832
12092;-0.071060;1.193718
12093;-0.071053;1.193605
12094;-0.071046;1.193491
12095;-0.071039;1.193378
12096;-0.071033;1.193264
12097;-0.071026;1.193151
12098;-0.071019;1.193037
12099;-0.071012;1.192924
12100;-0.071006;1.192810
12101;-0.070999;1.192697
12102;-0.070992;1.192583
12103;-0.070985;1.192470
12104;-0.070979;1.192356
12105;-0.070972;1.192243
12106;-0.070965;1.192130
12107;-0.070958;1.192016
12108;-0.070952;1.191903
12109;-0.070945;1.191790
12110;-0.070938;1.191676
12111;-0.070931;1.191563
12112;-0.070925;1.191450
12113;-0.070918;1.191336
12114;-0.070911;1.191223
12115;-0.070904;1.191110
12116;-0.070898;1.190996
12117;-0.070891;1.190883
12118;-0.070884;1.190770
12119;-0.070877;1.190657
12120;-0.070871;1.190543
12121;-0.070864;1.190430
12122;-0.070857;1.190317
12123;-0.070850;1.190204
12124;-0.070844;1.190091
12125;-0.070837;1.189977
12126;-0.070830;1.189864
12127;-0.070823;1.189751
12128;-0.070817;1.189638
12129;-0.070810;1.189525
12130;-0.070803;1.189412
12131;-0.070797;1.189298
12132;-0.070790;1.189185
12133;-0.070783;1.189072
12134;-0.070776;1.188959
12135;-0.070770;1.188846
12136;-0.070763;1.188733
12137;-0.070756;1.188620
12138;-0.070749;1.188507
12139;-0.070743;1.188394
12140;-0.070736;1.188281
12141;-0.070729;1.188168
12142;-0.070722;1.188055
12143;-0.070716;1.187942
12144;-0.070709;1.187829
12145;-0.070702;1.187716
12146;-0.070696;1.187603
12147;-0.070689;1.187490
12148;-0.070682;1.187377
12149;-0.070675;1.187264
12150;-0.070669;1.187151
12151;-0.070662;1.187038
12152;-0.070655;1.186925
12153;-0.070649;1.186813
12154;-0.070642;1.186700
12155;-0.070635;1.186587
12156;-0.070628;1.186474
12157;-0.070622;1.186361
12158;-0.070615;1.186248
12159;-0.070608;1.186136
12160;-0.070602;1.186023
12161;-0.070595;1.185910
12162;-0.070588;1.185797
12163;-0.070581;1.185684
12164;-0.070575;1.185572
12165;-0.070568;1.185459
12166;-0.070561;1.185346
12167;-0.070555;1.185233
12168;-0.070548;1.185121
12169;-0.070541;1.185008
12170;-0.070534;1.184895
12171;-0.070528;1.184783
12172;-0.070521;1.184670
12173;-0.070514;1.184557
12174;-0.070508;1.184445
12175;-0.070501;1.184332
12176;-0.070494;1.184219
12177;-0.070487;1.184107
12178;-0.070481;1.183994
12179;-0.070474;1.183881
12180;-0.070467;1.183769
12181;-0.070461;1.183656
12182;-0.070454;1.183544
12183;-0.070447;1.183431
12184;-0.070441;1.183319
12185;-0.070434;1.183206
12186;-0.070427;1.183093
12187;-0.070420;1.182981
12188;-0.070414;1.182868
12189;-0.070407;1.182756
12190;-0.070400;1.182643
12191;-0.070394;1.182531
12192;-0.070387;1.182419
12193;-0.070380;1.182306
12194;-0.070374;1.182194
12195;-0.070367;1.182081
12196;-0.070360;1.181969
12197;-0.070353;1.181856
12198;-0.070347;1.181744
12199;-0.070340;1.181632
12200;-0.070333;1.181519
12201;-0.070327;1.181407
12202;-0.070320;1.181294
12203;-0.070313;1.181182
12204;-0.070307;1.181070
12205;-0.070300;1.180957
12206;-0.070293;1.180845
12207;-0.070287;1.180733
12208;-0.070280;1.180621
12209;-0.070273;1.180508
12210;-0.070267;1.180396
12211;-0.070260;1.180284
12212;-0.070253;1.180171
12213;-0.070247;1.180059
12214;-0.070240;1.179947
12215;-0.070233;1.179835
12216;-0.070226;1.179723
12217;-0.070220;1.179610
12218;-0.070213;1.179498
12219;-0.070206;1.179386
12220;-0.070200;1.179274
12221;-0.070193;1.179162
12222;-0.070186;1.179050
12223;-0.070180;1.178937
12224;-0.070173;1.178825
12225;-0.070166;1.178713
12226;-0.070160;1.178601
12227;-0.070153;1.178489
12228;-0.070146;1.178377
12229;-0.070140;1.178265
12230;-0.070133;1.178153
12231;-0.070126;1.178041
12232;-0.070120;1.177929
12233;-0.070113;1.177817
12234;-0.070106;1.177705
12235;-0.070100;1.177593
12236;-0.070093;1.177481
12237;-0.070086;1.177369
12238;-0.070080;1.177257
12239;-0.070073;1.177145
12240;-0.070066;1.177033
12241;-0.070060;1.176921
12242;-0.070053;1.176809
12243;-0.070046;1.176697
12244;-0.070040;1.176585
12245;-0.070033;1.176473
12246;-0.070026;1.176361
12247;-0.070020;1.176249
12248;-0.070013;1.176138
12249;-0.070006;1.176026
12250;-0.070000;1.175914
12251;-0.069993;1.175802
12252;-0.069986;1.175690
12253;-0.069980;1.175578
12254;-0.069973;1.175467
12255;-0.069966;1.175355
12256;-0.069960;1.175243
12257;-0.069953;1.175131
12258;-0.069947;1.175019
12259;-0.069940;1.174908
12260;-0.069933;1.174796
12261;-0.069927;1.174684
12262;-0.069920;1.174572
12263;-0.069913;1.174461
12264;-0.069907;1.174349
12265;-0.069900;1.174237
12266;-0.069893;1.174126
12267;-0.069887;1.174014
12268;-0.069880;1.173902
12269;-0.069873;1.173791
12270;-0.069867;1.173679
12271;-0.069860;1.173567
12272;-0.069853;1.173456
12273;-0.069847;1.173344
12274;-0.069840;1.173233
12275;-0.069834;1.173121
12276;-0.069827;1.173010
12277;-0.069820;1.172898
12278;-0.069814;1.172786
12279;-0.069807;1.172675
12280;-0.069800;1.172563
12281;-0.069794;1.172452
12282;-0.069787;1.172340
12283;-0.069780;1.172229
12284;-0.069774;1.172117
12285;-0.069767;1.172006
12286;-0.069760;1.171894
12287;-0.069754;1.171783
12288;-0.069747;1.171672
12289;-0.069741;1.171560
12290;-0.069734;1.171449
12291;-0.069727;1.171337
12292;-0.069721;1.171226
12293;-0.069714;1.171114
12294;-0.069707;1.171003
12295;-0.069701;1.170892
12296;-0.069694;1.170780
12297;-0.069688;1.170669
12298;-0.069681;1.170558
12299;-0.069674;1.170446
12300;-0.069668;1.170335
12301;-0.069661;1.170224
12302;-0.069654;1.170112
12303;-0.069648;1.170001
12304;-0.069641;1.169890
12305;-0.069635;1.169779
12306;-0.069628;1.169667
12307;-0.069621;1.169556
12308;-0.069615;1.169445
12309;-0.069608;1.169334
12310;-0.069601;1.169222
12311;-0.069595;1.169111
12312;-0.069588;1.169000
12313;-0.069582;1.168889
12314;-0.069575;1.168778
12315;-0.069568;1.168667
12316;-0.069562;1.168555
12317;-0.069555;1.168444
12318;-0.069548;1.168333
12319;-0.069542;1.168222
12320;-0.069535;1.168111
12321;-0.069529;1.168000
12322;-0.069522;1.167889
12323;-0.069515;1.167778
12324;-0.069509;1.167667
12325;-0.069502;1.167556
12326;-0.069496;1.167445
12327;-0.069489;1.167334
12328;-0.069482;1.167222
12329;-0.069476;1.167111
12330;-0.069469;1.167000
12331;-0.069463;1.166889
12332;-0.069456;1.166779
12333;-0.069449;1.166668
12334;-0.069443;1.166557
12335;-0.069436;1.166446
12336;-0.069430;1.166335
12337;-0.069423;1.166224
12338;-0.069416;1.166113
12339;-0.069410;1.166002
12340;-0.069403;1.165891
12341;-0.069397;1.165780
12342;-0.069390;1.165669
12343;-0.069383;1.165558
12344;-0.069377;1.165448
12345;-0.069370;1.165337
12346;-0.069364;1.165226
12347;-0.069357;1.165115
12348;-0.069350;1.165004
12349;-0.069344;1.164894
12350;-0.069337;1.164783
12351;-0.069331;1.164672
12352;-0.069324;1.164561
12353;-0.069317;1.164450
12354;-0.069311;1.164340
12355;-0.069304;1.164229
12356;-0.069298;1.164118
12357;-0.069291;1.164008
12358;-0.069284;1.163897
12359;-0.069278;1.163786
12360;-0.069271;1.163675
12361;-0.069265;1.163565
12362;-0.069258;1.163454
12363;-0.069251;1.163343
12364;-0.069245;1.163233
12365;-0.069238;1.163122
12366;-0.069232;1.163012
12367;-0.069225;1.162901
12368;-0.069219;1.162790
12369;-0.069212;1.162680
12370;-0.069205;1.162569
12371;-0.069199;1.162459
12372;-0.069192;1.162348
12373;-0.069186;1.162238
12374;-0.069179;1.162127
12375;-0.069172;1.162016
12376;-0.069166;1.161906
12377;-0.069159;1.161795
12378;-0.069153;1.161685
12379;-0.069146;1.161574
12380;-0.069140;1.161464
12381;-0.069133;1.161354
12382;-0.069126;1.161243
12383;-0.069120;1.161133
12384;-0.069113;1.161022
12385;-0.069107;1.160912
12386;-0.069100;1.160801
12387;-0.069094;1.160691
12388;-0.069087;1.160581
12389;-0.069080;1.160470
12390;-0.069074;1.160360
12391;-0.069067;1.160249
12392;-0.069061;1.160139
12393;-0.069054;1.160029
12394;-0.069048;1.159918
12395;-0.069041;1.159808
12396;-0.069034;1.159698
12397;-0.069028;1.159588
12398;-0.069021;1.159477
12399;-0.069015;1.159367
12400;-0.069008;1.159257
12401;-0.069002;1.159147
12402;-0.068995;1.159036
12403;-0.068988;1.158926
12404;-0.068982;1.158816
12405;-0.068975;1.158706
12406;-0.068969;1.158595
12407;-0.068962;1.158485
12408;-0.068956;1.158375
12409;-0.068949;1.158265
12410;-0.068943;1.158155
12411;-0.068936;1.158045
12412;-0.068929;1.157934
12413;-0.068923;1.157824
12414;-0.068916;1.157714
12415;-0.068910;1.157604
12416;-0.068903;1.157494
12417;-0.068897;1.157384
12418;-0.068890;1.157274
12419;-0.068884;1.157164
12420;-0.068877;1.157054
12421;-0.068870;1.156944
12422;-0.068864;1.156834
12423;-0.068857;1.156724
12424;-0.068851;1.156614
12425;-0.068844;1.156504
12426;-0.068838;1.156394
12427;-0.068831;1.156284
12428;-0.068825;1.156174
12429;-0.068818;1.156064
12430;-0.068812;1.155954
12431;-0.068805;1.155844
12432;-0.068798;1.155734
12433;-0.068792;1.155624
12434;-0.068785;1.155514
12435;-0.068779;1.155404
12436;-0.068772;1.155294
12437;-0.068766;1.155184
12438;-0.068759;1.155075
12439;-0.068753;1.154965
12440;-0.068746;1.154855
12441;-0.068740;1.154745
12442;-0.068733;1.154635
12443;-0.068727;1.154525
12444;-0.068720;1.154416
12445;-0.068713;1.154306
12446;-0.068707;1.154196
12447;-0.068700;1.154086
12448;-0.068694;1.153976
12449;-0.068687;1.153867
12450;-0.068681;1.153757
12451;-0.068674;1.153647
12452;-0.068668;1.153538
12453;-0.068661;1.153428
12454;-0.068655;1.153318
12455;-0.068648;1.153208
12456;-0.068642;1.153099
12457;-0.068635;1.152989
12458;-0.068629;1.152879
12459;-0.068622;1.152770
12460;-0.068616;1.152660
12461;-0.068609;1.152551
12462;-0.068602;1.152441
12463;-0.068596;1.152331
12464;-0.068589;1.152222
12465;-0.068583;1.152112
12466;-0.068576;1.152003
12467;-0.068570;1.151893
12468;-0.068563;1.151783
12469;-0.068557;1.151674
12470;-0.068550;1.151564
12471;-0.068544;1.151455
12472;-0.068537;1.151345
12473;-0.068531;1.151236
12474;-0.068524;1.151126
12475;-0.068518;1.151017
12476;-0.068511;1.150907
12477;-0.068505;1.150798
12478;-0.068498;1.150689
12479;-0.068492;1.150579
12480;-0.068485;1.150470
12481;-0.068479;1.150360
12482;-0.068472;1.150251
12483;-0.068466;1.150141
12484;-0.068459;1.150032
12485;-0.068453;1.149923
12486;-0.068446;1.149813
12487;-0.068440;1.149704
12488;-0.068433;1.149595
12489;-0.068427;1.149485
12490;-0.068420;1.149376
12491;-0.068413;1.149267
12492;-0.068407;1.149157
12493;-0.068400;1.149048
12494;-0.068394;1.148939
12495;-0.068387;1.148830
12496;-0.068381;1.148720
12497;-0.068374;1.148611
12498;-0.068368;1.148502
12499;-0.068361;1.148393
12500;-0.068355;1.148283
12501;-0.068348;1.148174
12502;-0.068342;1.148065
12503;-0.068335;1.147956
12504;-0.068329;1.147847
12505;-0.068322;1.147737
12506;-0.068316;1.147628
12507;-0.068309;1.147519
12508;-0.068303;1.147410
12509;-0.068296;1.147301
12510;-0.068290;1.147192
12511;-0.068283;1.147083
12512;-0.068277;1.146974
12513;-0.068270;1.146864
12514;-0.068264;1.146755
12515;-0.068258;1.146646
12516;-0.068251;1.146537
12517;-0.068245;1.146428
12518;-0.068238;1.146319
12519;-0.068232;1.146210
12520;-0.068225;1.146101
12521;-0.068219;1.145992
12522;-0.068212;1.145883
12523;-0.068206;1.145774
12524;-0.068199;1.145665
12525;-0.068193;1.145556
12526;-0.068186;1.145447
12527;-0.068180;1.145338
12528;-0.068173;1.145229
12529;-0.068167;1.145121
12530;-0.068160;1.145012
12531;-0.068154;1.144903
12532;-0.068147;1.144794
12533;-0.068141;1.144685
12534;-0.068134;1.144576
12535;-0.068128;1.144467
12536;-0.068121;1.144358
12537;-0.068115;1.144250
12538;-0.068108;1.144141
12539;-0.068102;1.144032
12540;-0.068095;1.143923
12541;-0.068089;1.143814
12542;-0.068082;1.143706
12543;-0.068076;1.143597
12544;-0.068070;1.143488
12545;-0.068063;1.143379
12546;-0.068057;1.143271
12547;-0.068050;1.143162
12548;-0.068044;1.143053
12549;-0.068037;1.142944
12550;-0.068031;1.142836
12551;-0.068024;1.142727
12552;-0.068018;1.142618
12553;-0.068011;1.142510
12554;-0.068005;1.142401
12555;-0.067998;1.142292
12556;-0.067992;1.142184
12557;-0.067985;1.142075
12558;-0.067979;1.141966
12559;-0.067972;1.141858
12560;-0.067966;1.141749
12561;-0.067960;1.141641
12562;-0.067953;1.141532
12563;-0.067947;1.141423
12564;-0.067940;1.141315
12565;-0.067934;1.141206
12566;-0.067927;1.141098
12567;-0.067921;1.140989
12568;-0.067914;1.140881
12569;-0.067908;1.140772
12570;-0.067901;1.140664
12571;-0.067895;1.140555
12572;-0.067888;1.140447
12573;-0.067882;1.140338
12574;-0.067876;1.140230
12575;-0.067869;1.140122
12576;-0.067863;1.140013
12577;-0.067856;1.139905
12578;-0.067850;1.139796
12579;-0.067843;1.139688
12580;-0.067837;1.139579
12581;-0.067830;1.139471
12582;-0.067824;1.139363
12583;-0.067817;1.139254
12584;-0.067811;1.139146
12585;-0.067805;1.139038
12586;-0.067798;1.138929
12587;-0.067792;1.138821
12588;-0.067785;1.138713
12589;-0.067779;1.138604
12590;-0.067772;1.138496
12591;-0.067766;1.138388
12592;-0.067759;1.138280
12593;-0.067753;1.138171
12594;-0.067747;1.138063
12595;-0.067740;1.137955
12596;-0.067734;1.137847
12597;-0.067727;1.137738
12598;-0.067721;1.137630
12599;-0.067714;1.137522
12600;-0.067708;1.137414
12601;-0.067701;1.137306
12602;-0.067695;1.137197
12603;-0.067689;1.137089
12604;-0.067682;1.136981
12605;-0.067676;1.136873
12606;-0.067669;1.136765
12607;-0.067663;1.136657
12608;-0.067656;1.136549
12609;-0.067650;1.136441
12610;-0.067644;1.136333
12611;-0.067637;1.136224
12612;-0.067631;1.136116
12613;-0.067624;1.136008
12614;-0.067618;1.135900
12615;-0.067611;1.135792
12616;-0.067605;1.135684
12617;-0.067599;1.135576
12618;-0.067592;1.135468
12619;-0.067586;1.135360
12620;-0.067579;1.135252
12621;-0.067573;1.135144
12622;-0.067566;1.135036
12623;-0.067560;1.134928
12624;-0.067554;1.134820
12625;-0.067547;1.134713
12626;-0.067541;1.134605
12627;-0.067534;1.134497
12628;-0.067528;1.134389
12629;-0.067521;1.134281
12630;-0.067515;1.134173
12631;-0.067509;1.134065
12632;-0.067502;1.133957
12633;-0.067496;1.133849
12634;-0.067489;1.133742
12635;-0.067483;1.133634
12636;-0.067476;1.133526
12637;-0.067470;1.133418
12638;-0.067464;1.133310
12639;-0.067457;1.133203
12640;-0.067451;1.133095
12641;-0.067444;1.132987
12642;-0.067438;1.132879
12643;-0.067432;1.132772
12644;-0.067425;1.132664
12645;-0.067419;1.132556
12646;-0.067412;1.132448
12647;-0.067406;1.132341
12648;-0.067400;1.132233
12649;-0.067393;1.132125
12650;-0.067387;1.132018
12651;-0.067380;1.131910
12652;-0.067374;1.131802
12653;-0.067367;1.131695
12654;-0.067361;1.131587
12655;-0.067355;1.131479
12656;-0.067348;1.131372
12657;-0.067342;1.131264
12658;-0.067335;1.131157
12659;-0.067329;1.131049
12660;-0.067323;1.130942
12661;-0.067316;1.130834
12662;-0.067310;1.130726
12663;-0.067303;1.130619
12664;-0.067297;1.130511
12665;-0.067291;1.130404
12666;-0.067284;1.130296
12667;-0.067278;1.130189
12668;-0.067271;1.130081
12669;-0.067265;1.129974
12670;-0.067259;1.129866
12671;-0.067252;1.129759
12672;-0.067246;1.129652
12673;-0.067239;1.129544
12674;-0.067233;1.129437
12675;-0.067227;1.129329
12676;-0.067220;1.129222
12677;-0.067214;1.129114
12678;-0.067207;1.129007
12679;-0.067201;1.128900
12680;-0.067195;1.128792
12681;-0.067188;1.128685
12682;-0.067182;1.128578
12683;-0.067176;1.128470
12684;-0.067169;1.128363
12685;-0.067163;1.128256
12686;-0.067156;1.128148
12687;-0.067150;1.128041
12688;-0.067144;1.127934
12689;-0.067137;1.127826
12690;-0.067131;1.127719
12691;-0.067124;1.127612
12692;-0.067118;1.127505
12693;-0.067112;1.127397
12694;-0.067105;1.127290
12695;-0.067099;1.127183
12696;-0.067093;1.127076
12697;-0.067086;1.126969
12698;-0.067080;1.126861
12699;-0.067073;1.126754
12700;-0.067067;1.126647
12701;-0.067061;1.126540
12702;-0.067054;1.126433
12703;-0.067048;1.126326
12704;-0.067041;1.126219
12705;-0.067035;1.126112
12706;-0.067029;1.126004
12707;-0.067022;1.125897
12708;-0.067016;1.125790
12709;-0.067010;1.125683
12710;-0.067003;1.125576
12711;-0.066997;1.125469
12712;-0.066991;1.125362
12713;-0.066984;1.125255
12714;-0.066978;1.125148
12715;-0.066971;1.125041
12716;-0.066965;1.124934
12717;-0.066959;1.124827
12718;-0.066952;1.124720
12719;-0.066946;1.124613
12720;-0.066940;1.124506
12721;-0.066933;1.124399
12722;-0.066927;1.124292
12723;-0.066920;1.124185
12724;-0.066914;1.124078
12725;-0.066908;1.123971
12726;-0.066901;1.123865
12727;-0.066895;1.123758
12728;-0.066889;1.123651
12729;-0.066882;1.123544
12730;-0.066876;1.123437
12731;-0.066870;1.123330
12732;-0.066863;1.123223
12733;-0.066857;1.123117
12734;-0.066850;1.123010
12735;-0.066844;1.122903
12736;-0.066838;1.122796
12737;-0.066831;1.122689
12738;-0.066825;1.122583
12739;-0.066819;1.122476
12740;-0.066812;1.122369
12741;-0.066806;1.122262
12742;-0.066800;1.122156
12743;-0.066793;1.122049
12744;-0.066787;1.121942
12745;-0.066781;1.121835
12746;-0.066774;1.121729
12747;-0.066768;1.121622
12748;-0.066762;1.121515
12749;-0.066755;1.121409
12750;-0.066749;1.121302
12751;-0.066742;1.121195
12752;-0.066736;1.121089
12753;-0.066730;1.120982
12754;-0.066723;1.120876
12755;-0.066717;1.120769
12756;-0.066711;1.120662
12757;-0.066704;1.120556
12758;-0.066698;1.120449
12759;-0.066692;1.120343
12760;-0.066685;1.120236
12761;-0.066679;1.120130
12762;-0.066673;1.120023
12763;-0.066666;1.119917
12764;-0.066660;1.119810
12765;-0.066654;1.119704
12766;-0.066647;1.119597
12767;-0.066641;1.119491
12768;-0.066635;1.119384
12769;-0.066628;1.119278
12770;-0.066622;1.119171
12771;-0.066616;1.119065
12772;-0.066609;1.118958
12773;-0.066603;1.118852
12774;-0.066597;1.118746
12775;-0.066590;1.118639
12776;-0.066584;1.118533
12777;-0.066578;1.118426
12778;-0.066571;1.118320
12779;-0.066565;1.118214
12780;-0.066559;1.118107
12781;-0.066552;1.118001
12782;-0.066546;1.117895
12783;-0.066540;1.117788
12784;-0.066533;1.117682
12785;-0.066527;1.117576
12786;-0.066521;1.117469
12787;-0.066514;1.117363
12788;-0.066508;1.117257
12789;-0.066502;1.117151
12790;-0.066495;1.117044
12791;-0.066489;1.116938
12792;-0.066483;1.116832
12793;-0.066476;1.116726
12794;-0.066470;1.116619
12795;-0.066464;1.116513
12796;-0.066457;1.116407
12797;-0.066451;1.116301
12798;-0.066445;1.116195
12799;-0.066438;1.116089
12800;-0.066432;1.115982
12801;-0.066426;1.115876
12802;-0.066420;1.115770
12803;-0.066413;1.115664
12804;-0.066407;1.115558
12805;-0.066401;1.115452
12806;-0.066394;1.115346
12807;-0.066388;1.115240
12808;-0.066382;1.115134
12809;-0.066375;1.115028
12810;-0.066369;1.114922
12811;-0.066363;1.114815
12812;-0.066356;1.114709
12813;-0.066350;1.114603
12814;-0.066344;1.114497
12815;-0.066337;1.114391
12816;-0.066331;1.114285
12817;-0.066325;1.114179
12818;-0.066319;1.114074
12819;-0.066312;1.113968
12820;-0.066306;1.113862
12821;-0.066300;1.113756
12822;-0.066293;1.113650
12823;-0.066287;1.113544
12824;-0.066281;1.113438
12825;-0.066274;1.113332
12826;-0.066268;1.113226
12827;-0.066262;1.113120
12828;-0.066255;1.113014
12829;-0.066249;1.112909
12830;-0.066243;1.112803
12831;-0.066237;1.112697
12832;-0.066230;1.112591
12833;-0.066224;1.112485
12834;-0.066218;1.112379
12835;-0.066211;1.112274
12836;-0.066205;1.112168
12837;-0.066199;1.112062
12838;-0.066192;1.111956
12839;-0.066186;1.111851
12840;-0.066180;1.111745
