"Iteracao";"grad_m";"grad_b"
58514;-0.000859;0.014435
58515;-0.000859;0.014433
58516;-0.000859;0.014432
58517;-0.000859;0.014431
58518;-0.000859;0.014429
58519;-0.000859;0.014428
58520;-0.000859;0.014426
58521;-0.000859;0.014425
58522;-0.000859;0.014424
58523;-0.000859;0.014422
58524;-0.000858;0.014421
58525;-0.000858;0.014420
58526;-0.000858;0.014418
58527;-0.000858;0.014417
58528;-0.000858;0.014416
58529;-0.000858;0.014414
58530;-0.000858;0.014413
58531;-0.000858;0.014411
58532;-0.000858;0.014410
58533;-0.000858;0.014409
58534;-0.000858;0.014407
58535;-0.000858;0.014406
58536;-0.000857;0.014405
58537;-0.000857;0.014403
58538;-0.000857;0.014402
58539;-0.000857;0.014400
58540;-0.000857;0.014399
58541;-0.000857;0.014398
58542;-0.000857;0.014396
58543;-0.000857;0.014395
58544;-0.000857;0.014394
58545;-0.000857;0.014392
58546;-0.000857;0.014391
58547;-0.000857;0.014389
58548;-0.000856;0.014388
58549;-0.000856;0.014387
58550;-0.000856;0.014385
58551;-0.000856;0.014384
58552;-0.000856;0.014383
58553;-0.000856;0.014381
58554;-0.000856;0.014380
58555;-0.000856;0.014379
58556;-0.000856;0.014377
58557;-0.000856;0.014376
58558;-0.000856;0.014374
58559;-0.000856;0.014373
58560;-0.000856;0.014372
58561;-0.000855;0.014370
58562;-0.000855;0.014369
58563;-0.000855;0.014368
58564;-0.000855;0.014366
58565;-0.000855;0.014365
58566;-0.000855;0.014364
58567;-0.000855;0.014362
58568;-0.000855;0.014361
58569;-0.000855;0.014359
58570;-0.000855;0.014358
58571;-0.000855;0.014357
58572;-0.000855;0.014355
58573;-0.000854;0.014354
58574;-0.000854;0.014353
58575;-0.000854;0.014351
58576;-0.000854;0.014350
58577;-0.000854;0.014348
58578;-0.000854;0.014347
58579;-0.000854;0.014346
58580;-0.000854;0.014344
58581;-0.000854;0.014343
58582;-0.000854;0.014342
58583;-0.000854;0.014340
58584;-0.000854;0.014339
58585;-0.000853;0.014338
58586;-0.000853;0.014336
58587;-0.000853;0.014335
58588;-0.000853;0.014333
58589;-0.000853;0.014332
58590;-0.000853;0.014331
58591;-0.000853;0.014329
58592;-0.000853;0.014328
58593;-0.000853;0.014327
58594;-0.000853;0.014325
58595;-0.000853;0.014324
58596;-0.000853;0.014323
58597;-0.000853;0.014321
58598;-0.000852;0.014320
58599;-0.000852;0.014319
58600;-0.000852;0.014317
58601;-0.000852;0.014316
58602;-0.000852;0.014314
58603;-0.000852;0.014313
58604;-0.000852;0.014312
58605;-0.000852;0.014310
58606;-0.000852;0.014309
58607;-0.000852;0.014308
58608;-0.000852;0.014306
58609;-0.000852;0.014305
58610;-0.000851;0.014304
58611;-0.000851;0.014302
58612;-0.000851;0.014301
58613;-0.000851;0.014299
58614;-0.000851;0.014298
58615;-0.000851;0.014297
58616;-0.000851;0.014295
58617;-0.000851;0.014294
58618;-0.000851;0.014293
58619;-0.000851;0.014291
58620;-0.000851;0.014290
58621;-0.000851;0.014289
58622;-0.000850;0.014287
58623;-0.000850;0.014286
58624;-0.000850;0.014284
58625;-0.000850;0.014283
58626;-0.000850;0.014282
58627;-0.000850;0.014280
58628;-0.000850;0.014279
58629;-0.000850;0.014278
58630;-0.000850;0.014276
58631;-0.000850;0.014275
58632;-0.000850;0.014274
58633;-0.000850;0.014272
58634;-0.000850;0.014271
58635;-0.000849;0.014270
58636;-0.000849;0.014268
58637;-0.000849;0.014267
58638;-0.000849;0.014265
58639;-0.000849;0.014264
58640;-0.000849;0.014263
58641;-0.000849;0.014261
58642;-0.000849;0.014260
58643;-0.000849;0.014259
58644;-0.000849;0.014257
58645;-0.000849;0.014256
58646;-0.000849;0.014255
58647;-0.000848;0.014253
58648;-0.000848;0.014252
58649;-0.000848;0.014251
58650;-0.000848;0.014249
58651;-0.000848;0.014248
58652;-0.000848;0.014247
58653;-0.000848;0.014245
58654;-0.000848;0.014244
58655;-0.000848;0.014242
58656;-0.000848;0.014241
58657;-0.000848;0.014240
58658;-0.000848;0.014238
58659;-0.000848;0.014237
58660;-0.000847;0.014236
58661;-0.000847;0.014234
58662;-0.000847;0.014233
58663;-0.000847;0.014232
58664;-0.000847;0.014230
58665;-0.000847;0.014229
58666;-0.000847;0.014228
58667;-0.000847;0.014226
58668;-0.000847;0.014225
58669;-0.000847;0.014223
58670;-0.000847;0.014222
58671;-0.000847;0.014221
58672;-0.000846;0.014219
58673;-0.000846;0.014218
58674;-0.000846;0.014217
58675;-0.000846;0.014215
58676;-0.000846;0.014214
58677;-0.000846;0.014213
58678;-0.000846;0.014211
58679;-0.000846;0.014210
58680;-0.000846;0.014209
58681;-0.000846;0.014207
58682;-0.000846;0.014206
58683;-0.000846;0.014205
58684;-0.000845;0.014203
58685;-0.000845;0.014202
58686;-0.000845;0.014201
58687;-0.000845;0.014199
58688;-0.000845;0.014198
58689;-0.000845;0.014196
58690;-0.000845;0.014195
58691;-0.000845;0.014194
58692;-0.000845;0.014192
58693;-0.000845;0.014191
58694;-0.000845;0.014190
58695;-0.000845;0.014188
58696;-0.000845;0.014187
58697;-0.000844;0.014186
58698;-0.000844;0.014184
58699;-0.000844;0.014183
58700;-0.000844;0.014182
58701;-0.000844;0.014180
58702;-0.000844;0.014179
58703;-0.000844;0.014178
58704;-0.000844;0.014176
58705;-0.000844;0.014175
58706;-0.000844;0.014174
58707;-0.000844;0.014172
58708;-0.000844;0.014171
58709;-0.000843;0.014169
58710;-0.000843;0.014168
58711;-0.000843;0.014167
58712;-0.000843;0.014165
58713;-0.000843;0.014164
58714;-0.000843;0.014163
58715;-0.000843;0.014161
58716;-0.000843;0.014160
58717;-0.000843;0.014159
58718;-0.000843;0.014157
58719;-0.000843;0.014156
58720;-0.000843;0.014155
58721;-0.000843;0.014153
58722;-0.000842;0.014152
58723;-0.000842;0.014151
58724;-0.000842;0.014149
58725;-0.000842;0.014148
58726;-0.000842;0.014147
58727;-0.000842;0.014145
58728;-0.000842;0.014144
58729;-0.000842;0.014143
58730;-0.000842;0.014141
58731;-0.000842;0.014140
58732;-0.000842;0.014139
58733;-0.000842;0.014137
58734;-0.000841;0.014136
58735;-0.000841;0.014134
58736;-0.000841;0.014133
58737;-0.000841;0.014132
58738;-0.000841;0.014130
58739;-0.000841;0.014129
58740;-0.000841;0.014128
58741;-0.000841;0.014126
58742;-0.000841;0.014125
58743;-0.000841;0.014124
58744;-0.000841;0.014122
58745;-0.000841;0.014121
58746;-0.000841;0.014120
58747;-0.000840;0.014118
58748;-0.000840;0.014117
58749;-0.000840;0.014116
58750;-0.000840;0.014114
58751;-0.000840;0.014113
58752;-0.000840;0.014112
58753;-0.000840;0.014110
58754;-0.000840;0.014109
58755;-0.000840;0.014108
58756;-0.000840;0.014106
58757;-0.000840;0.014105
58758;-0.000840;0.014104
58759;-0.000839;0.014102
58760;-0.000839;0.014101
58761;-0.000839;0.014100
58762;-0.000839;0.014098
58763;-0.000839;0.014097
58764;-0.000839;0.014096
58765;-0.000839;0.014094
58766;-0.000839;0.014093
58767;-0.000839;0.014092
58768;-0.000839;0.014090
58769;-0.000839;0.014089
58770;-0.000839;0.014088
58771;-0.000839;0.014086
58772;-0.000838;0.014085
58773;-0.000838;0.014083
58774;-0.000838;0.014082
58775;-0.000838;0.014081
58776;-0.000838;0.014079
58777;-0.000838;0.014078
58778;-0.000838;0.014077
58779;-0.000838;0.014075
58780;-0.000838;0.014074
58781;-0.000838;0.014073
58782;-0.000838;0.014071
58783;-0.000838;0.014070
58784;-0.000837;0.014069
58785;-0.000837;0.014067
58786;-0.000837;0.014066
58787;-0.000837;0.014065
58788;-0.000837;0.014063
58789;-0.000837;0.014062
58790;-0.000837;0.014061
58791;-0.000837;0.014059
58792;-0.000837;0.014058
58793;-0.000837;0.014057
58794;-0.000837;0.014055
58795;-0.000837;0.014054
58796;-0.000837;0.014053
58797;-0.000836;0.014051
58798;-0.000836;0.014050
58799;-0.000836;0.014049
58800;-0.000836;0.014047
58801;-0.000836;0.014046
58802;-0.000836;0.014045
58803;-0.000836;0.014043
58804;-0.000836;0.014042
58805;-0.000836;0.014041
58806;-0.000836;0.014039
58807;-0.000836;0.014038
58808;-0.000836;0.014037
58809;-0.000835;0.014035
58810;-0.000835;0.014034
58811;-0.000835;0.014033
58812;-0.000835;0.014031
58813;-0.000835;0.014030
58814;-0.000835;0.014029
58815;-0.000835;0.014027
58816;-0.000835;0.014026
58817;-0.000835;0.014025
58818;-0.000835;0.014023
58819;-0.000835;0.014022
58820;-0.000835;0.014021
58821;-0.000835;0.014019
58822;-0.000834;0.014018
58823;-0.000834;0.014017
58824;-0.000834;0.014015
58825;-0.000834;0.014014
58826;-0.000834;0.014013
58827;-0.000834;0.014011
58828;-0.000834;0.014010
58829;-0.000834;0.014009
58830;-0.000834;0.014007
58831;-0.000834;0.014006
58832;-0.000834;0.014005
58833;-0.000834;0.014003
58834;-0.000834;0.014002
58835;-0.000833;0.014001
58836;-0.000833;0.013999
58837;-0.000833;0.013998
58838;-0.000833;0.013997
58839;-0.000833;0.013995
58840;-0.000833;0.013994
58841;-0.000833;0.013993
58842;-0.000833;0.013991
58843;-0.000833;0.013990
58844;-0.000833;0.013989
58845;-0.000833;0.013987
58846;-0.000833;0.013986
58847;-0.000832;0.013985
58848;-0.000832;0.013983
58849;-0.000832;0.013982
58850;-0.000832;0.013981
58851;-0.000832;0.013979
58852;-0.000832;0.013978
58853;-0.000832;0.013977
58854;-0.000832;0.013975
58855;-0.000832;0.013974
58856;-0.000832;0.013973
58857;-0.000832;0.013971
58858;-0.000832;0.013970
58859;-0.000832;0.013969
58860;-0.000831;0.013967
58861;-0.000831;0.013966
58862;-0.000831;0.013965
58863;-0.000831;0.013963
58864;-0.000831;0.013962
58865;-0.000831;0.013961
58866;-0.000831;0.013959
58867;-0.000831;0.013958
58868;-0.000831;0.013957
58869;-0.000831;0.013955
58870;-0.000831;0.013954
58871;-0.000831;0.013953
58872;-0.000831;0.013952
58873;-0.000830;0.013950
58874;-0.000830;0.013949
58875;-0.000830;0.013948
58876;-0.000830;0.013946
58877;-0.000830;0.013945
58878;-0.000830;0.013944
58879;-0.000830;0.013942
58880;-0.000830;0.013941
58881;-0.000830;0.013940
58882;-0.000830;0.013938
58883;-0.000830;0.013937
58884;-0.000830;0.013936
58885;-0.000829;0.013934
58886;-0.000829;0.013933
58887;-0.000829;0.013932
58888;-0.000829;0.013930
58889;-0.000829;0.013929
58890;-0.000829;0.013928
58891;-0.000829;0.013926
58892;-0.000829;0.013925
58893;-0.000829;0.013924
58894;-0.000829;0.013922
58895;-0.000829;0.013921
58896;-0.000829;0.013920
58897;-0.000829;0.013918
58898;-0.000828;0.013917
58899;-0.000828;0.013916
58900;-0.000828;0.013914
58901;-0.000828;0.013913
58902;-0.000828;0.013912
58903;-0.000828;0.013910
58904;-0.000828;0.013909
58905;-0.000828;0.013908
58906;-0.000828;0.013906
58907;-0.000828;0.013905
58908;-0.000828;0.013904
58909;-0.000828;0.013902
58910;-0.000828;0.013901
58911;-0.000827;0.013900
58912;-0.000827;0.013899
58913;-0.000827;0.013897
58914;-0.000827;0.013896
58915;-0.000827;0.013895
58916;-0.000827;0.013893
58917;-0.000827;0.013892
58918;-0.000827;0.013891
58919;-0.000827;0.013889
58920;-0.000827;0.013888
58921;-0.000827;0.013887
58922;-0.000827;0.013885
58923;-0.000826;0.013884
58924;-0.000826;0.013883
58925;-0.000826;0.013881
58926;-0.000826;0.013880
58927;-0.000826;0.013879
58928;-0.000826;0.013877
58929;-0.000826;0.013876
58930;-0.000826;0.013875
58931;-0.000826;0.013873
58932;-0.000826;0.013872
58933;-0.000826;0.013871
58934;-0.000826;0.013869
58935;-0.000826;0.013868
58936;-0.000825;0.013867
58937;-0.000825;0.013866
58938;-0.000825;0.013864
58939;-0.000825;0.013863
58940;-0.000825;0.013862
58941;-0.000825;0.013860
58942;-0.000825;0.013859
58943;-0.000825;0.013858
58944;-0.000825;0.013856
58945;-0.000825;0.013855
58946;-0.000825;0.013854
58947;-0.000825;0.013852
58948;-0.000825;0.013851
58949;-0.000824;0.013850
58950;-0.000824;0.013848
58951;-0.000824;0.013847
58952;-0.000824;0.013846
58953;-0.000824;0.013844
58954;-0.000824;0.013843
58955;-0.000824;0.013842
58956;-0.000824;0.013840
58957;-0.000824;0.013839
58958;-0.000824;0.013838
58959;-0.000824;0.013837
58960;-0.000824;0.013835
58961;-0.000824;0.013834
58962;-0.000823;0.013833
58963;-0.000823;0.013831
58964;-0.000823;0.013830
58965;-0.000823;0.013829
58966;-0.000823;0.013827
58967;-0.000823;0.013826
58968;-0.000823;0.013825
58969;-0.000823;0.013823
58970;-0.000823;0.013822
58971;-0.000823;0.013821
58972;-0.000823;0.013819
58973;-0.000823;0.013818
58974;-0.000822;0.013817
58975;-0.000822;0.013816
58976;-0.000822;0.013814
58977;-0.000822;0.013813
58978;-0.000822;0.013812
58979;-0.000822;0.013810
58980;-0.000822;0.013809
58981;-0.000822;0.013808
58982;-0.000822;0.013806
58983;-0.000822;0.013805
58984;-0.000822;0.013804
58985;-0.000822;0.013802
58986;-0.000822;0.013801
58987;-0.000821;0.013800
58988;-0.000821;0.013798
58989;-0.000821;0.013797
58990;-0.000821;0.013796
58991;-0.000821;0.013794
58992;-0.000821;0.013793
58993;-0.000821;0.013792
58994;-0.000821;0.013791
58995;-0.000821;0.013789
58996;-0.000821;0.013788
58997;-0.000821;0.013787
58998;-0.000821;0.013785
58999;-0.000821;0.013784
59000;-0.000820;0.013783
59001;-0.000820;0.013781
59002;-0.000820;0.013780
59003;-0.000820;0.013779
59004;-0.000820;0.013777
59005;-0.000820;0.013776
59006;-0.000820;0.013775
59007;-0.000820;0.013774
59008;-0.000820;0.013772
59009;-0.000820;0.013771
59010;-0.000820;0.013770
59011;-0.000820;0.013768
59012;-0.000820;0.013767
59013;-0.000819;0.013766
59014;-0.000819;0.013764
59015;-0.000819;0.013763
59016;-0.000819;0.013762
59017;-0.000819;0.013760
59018;-0.000819;0.013759
59019;-0.000819;0.013758
59020;-0.000819;0.013756
59021;-0.000819;0.013755
59022;-0.000819;0.013754
59023;-0.000819;0.013753
59024;-0.000819;0.013751
59025;-0.000819;0.013750
59026;-0.000818;0.013749
59027;-0.000818;0.013747
59028;-0.000818;0.013746
59029;-0.000818;0.013745
59030;-0.000818;0.013743
59031;-0.000818;0.013742
59032;-0.000818;0.013741
59033;-0.000818;0.013740
59034;-0.000818;0.013738
59035;-0.000818;0.013737
59036;-0.000818;0.013736
59037;-0.000818;0.013734
59038;-0.000817;0.013733
59039;-0.000817;0.013732
59040;-0.000817;0.013730
59041;-0.000817;0.013729
59042;-0.000817;0.013728
59043;-0.000817;0.013726
59044;-0.000817;0.013725
59045;-0.000817;0.013724
59046;-0.000817;0.013723
59047;-0.000817;0.013721
59048;-0.000817;0.013720
59049;-0.000817;0.013719
59050;-0.000817;0.013717
59051;-0.000816;0.013716
59052;-0.000816;0.013715
59053;-0.000816;0.013713
59054;-0.000816;0.013712
59055;-0.000816;0.013711
59056;-0.000816;0.013709
59057;-0.000816;0.013708
59058;-0.000816;0.013707
59059;-0.000816;0.013706
59060;-0.000816;0.013704
59061;-0.000816;0.013703
59062;-0.000816;0.013702
59063;-0.000816;0.013700
59064;-0.000815;0.013699
59065;-0.000815;0.013698
59066;-0.000815;0.013696
59067;-0.000815;0.013695
59068;-0.000815;0.013694
59069;-0.000815;0.013693
59070;-0.000815;0.013691
59071;-0.000815;0.013690
59072;-0.000815;0.013689
59073;-0.000815;0.013687
59074;-0.000815;0.013686
59075;-0.000815;0.013685
59076;-0.000815;0.013683
59077;-0.000814;0.013682
59078;-0.000814;0.013681
59079;-0.000814;0.013680
59080;-0.000814;0.013678
59081;-0.000814;0.013677
59082;-0.000814;0.013676
59083;-0.000814;0.013674
59084;-0.000814;0.013673
59085;-0.000814;0.013672
59086;-0.000814;0.013670
59087;-0.000814;0.013669
59088;-0.000814;0.013668
59089;-0.000814;0.013667
59090;-0.000813;0.013665
59091;-0.000813;0.013664
59092;-0.000813;0.013663
59093;-0.000813;0.013661
59094;-0.000813;0.013660
59095;-0.000813;0.013659
59096;-0.000813;0.013657
59097;-0.000813;0.013656
59098;-0.000813;0.013655
59099;-0.000813;0.013654
59100;-0.000813;0.013652
59101;-0.000813;0.013651
59102;-0.000813;0.013650
59103;-0.000812;0.013648
59104;-0.000812;0.013647
59105;-0.000812;0.013646
59106;-0.000812;0.013644
59107;-0.000812;0.013643
59108;-0.000812;0.013642
59109;-0.000812;0.013641
59110;-0.000812;0.013639
59111;-0.000812;0.013638
59112;-0.000812;0.013637
59113;-0.000812;0.013635
59114;-0.000812;0.013634
59115;-0.000812;0.013633
59116;-0.000811;0.013631
59117;-0.000811;0.013630
59118;-0.000811;0.013629
59119;-0.000811;0.013628
59120;-0.000811;0.013626
59121;-0.000811;0.013625
59122;-0.000811;0.013624
59123;-0.000811;0.013622
59124;-0.000811;0.013621
59125;-0.000811;0.013620
59126;-0.000811;0.013619
59127;-0.000811;0.013617
59128;-0.000811;0.013616
59129;-0.000810;0.013615
59130;-0.000810;0.013613
59131;-0.000810;0.013612
59132;-0.000810;0.013611
59133;-0.000810;0.013609
59134;-0.000810;0.013608
59135;-0.000810;0.013607
59136;-0.000810;0.013606
59137;-0.000810;0.013604
59138;-0.000810;0.013603
59139;-0.000810;0.013602
59140;-0.000810;0.013600
59141;-0.000810;0.013599
59142;-0.000809;0.013598
59143;-0.000809;0.013597
59144;-0.000809;0.013595
59145;-0.000809;0.013594
59146;-0.000809;0.013593
59147;-0.000809;0.013591
59148;-0.000809;0.013590
59149;-0.000809;0.013589
59150;-0.000809;0.013587
59151;-0.000809;0.013586
59152;-0.000809;0.013585
59153;-0.000809;0.013584
59154;-0.000809;0.013582
59155;-0.000808;0.013581
59156;-0.000808;0.013580
59157;-0.000808;0.013578
59158;-0.000808;0.013577
59159;-0.000808;0.013576
59160;-0.000808;0.013575
59161;-0.000808;0.013573
59162;-0.000808;0.013572
59163;-0.000808;0.013571
59164;-0.000808;0.013569
59165;-0.000808;0.013568
59166;-0.000808;0.013567
59167;-0.000808;0.013566
59168;-0.000807;0.013564
59169;-0.000807;0.013563
59170;-0.000807;0.013562
59171;-0.000807;0.013560
59172;-0.000807;0.013559
59173;-0.000807;0.013558
59174;-0.000807;0.013556
59175;-0.000807;0.013555
59176;-0.000807;0.013554
59177;-0.000807;0.013553
59178;-0.000807;0.013551
59179;-0.000807;0.013550
59180;-0.000807;0.013549
59181;-0.000806;0.013547
59182;-0.000806;0.013546
59183;-0.000806;0.013545
59184;-0.000806;0.013544
59185;-0.000806;0.013542
59186;-0.000806;0.013541
59187;-0.000806;0.013540
59188;-0.000806;0.013538
59189;-0.000806;0.013537
59190;-0.000806;0.013536
59191;-0.000806;0.013535
59192;-0.000806;0.013533
59193;-0.000806;0.013532
59194;-0.000805;0.013531
59195;-0.000805;0.013529
59196;-0.000805;0.013528
59197;-0.000805;0.013527
59198;-0.000805;0.013526
59199;-0.000805;0.013524
59200;-0.000805;0.013523
59201;-0.000805;0.013522
59202;-0.000805;0.013520
59203;-0.000805;0.013519
59204;-0.000805;0.013518
59205;-0.000805;0.013517
59206;-0.000805;0.013515
59207;-0.000804;0.013514
59208;-0.000804;0.013513
59209;-0.000804;0.013511
59210;-0.000804;0.013510
59211;-0.000804;0.013509
59212;-0.000804;0.013508
59213;-0.000804;0.013506
59214;-0.000804;0.013505
59215;-0.000804;0.013504
59216;-0.000804;0.013502
59217;-0.000804;0.013501
59218;-0.000804;0.013500
59219;-0.000804;0.013499
59220;-0.000803;0.013497
59221;-0.000803;0.013496
59222;-0.000803;0.013495
59223;-0.000803;0.013493
59224;-0.000803;0.013492
59225;-0.000803;0.013491
59226;-0.000803;0.013490
59227;-0.000803;0.013488
59228;-0.000803;0.013487
59229;-0.000803;0.013486
59230;-0.000803;0.013484
59231;-0.000803;0.013483
59232;-0.000803;0.013482
59233;-0.000802;0.013481
59234;-0.000802;0.013479
59235;-0.000802;0.013478
59236;-0.000802;0.013477
59237;-0.000802;0.013475
59238;-0.000802;0.013474
59239;-0.000802;0.013473
59240;-0.000802;0.013472
59241;-0.000802;0.013470
59242;-0.000802;0.013469
59243;-0.000802;0.013468
59244;-0.000802;0.013467
59245;-0.000802;0.013465
59246;-0.000801;0.013464
59247;-0.000801;0.013463
59248;-0.000801;0.013461
59249;-0.000801;0.013460
59250;-0.000801;0.013459
59251;-0.000801;0.013458
59252;-0.000801;0.013456
59253;-0.000801;0.013455
59254;-0.000801;0.013454
59255;-0.000801;0.013452
59256;-0.000801;0.013451
59257;-0.000801;0.013450
59258;-0.000801;0.013449
59259;-0.000800;0.013447
59260;-0.000800;0.013446
59261;-0.000800;0.013445
59262;-0.000800;0.013443
59263;-0.000800;0.013442
59264;-0.000800;0.013441
59265;-0.000800;0.013440
59266;-0.000800;0.013438
59267;-0.000800;0.013437
59268;-0.000800;0.013436
59269;-0.000800;0.013435
59270;-0.000800;0.013433
59271;-0.000800;0.013432
59272;-0.000800;0.013431
59273;-0.000799;0.013429
59274;-0.000799;0.013428
59275;-0.000799;0.013427
59276;-0.000799;0.013426
59277;-0.000799;0.013424
59278;-0.000799;0.013423
59279;-0.000799;0.013422
59280;-0.000799;0.013420
59281;-0.000799;0.013419
59282;-0.000799;0.013418
59283;-0.000799;0.013417
59284;-0.000799;0.013415
59285;-0.000799;0.013414
59286;-0.000798;0.013413
59287;-0.000798;0.013412
59288;-0.000798;0.013410
59289;-0.000798;0.013409
59290;-0.000798;0.013408
59291;-0.000798;0.013406
59292;-0.000798;0.013405
59293;-0.000798;0.013404
59294;-0.000798;0.013403
59295;-0.000798;0.013401
59296;-0.000798;0.013400
59297;-0.000798;0.013399
59298;-0.000798;0.013398
59299;-0.000797;0.013396
59300;-0.000797;0.013395
59301;-0.000797;0.013394
59302;-0.000797;0.013392
59303;-0.000797;0.013391
59304;-0.000797;0.013390
59305;-0.000797;0.013389
59306;-0.000797;0.013387
59307;-0.000797;0.013386
59308;-0.000797;0.013385
59309;-0.000797;0.013384
59310;-0.000797;0.013382
59311;-0.000797;0.013381
59312;-0.000796;0.013380
59313;-0.000796;0.013378
59314;-0.000796;0.013377
59315;-0.000796;0.013376
59316;-0.000796;0.013375
59317;-0.000796;0.013373
59318;-0.000796;0.013372
59319;-0.000796;0.013371
59320;-0.000796;0.013370
59321;-0.000796;0.013368
59322;-0.000796;0.013367
59323;-0.000796;0.013366
59324;-0.000796;0.013364
59325;-0.000795;0.013363
59326;-0.000795;0.013362
59327;-0.000795;0.013361
59328;-0.000795;0.013359
59329;-0.000795;0.013358
59330;-0.000795;0.013357
59331;-0.000795;0.013356
59332;-0.000795;0.013354
59333;-0.000795;0.013353
59334;-0.000795;0.013352
59335;-0.000795;0.013350
59336;-0.000795;0.013349
59337;-0.000795;0.013348
59338;-0.000794;0.013347
59339;-0.000794;0.013345
59340;-0.000794;0.013344
59341;-0.000794;0.013343
59342;-0.000794;0.013342
59343;-0.000794;0.013340
59344;-0.000794;0.013339
59345;-0.000794;0.013338
59346;-0.000794;0.013337
59347;-0.000794;0.013335
59348;-0.000794;0.013334
59349;-0.000794;0.013333
59350;-0.000794;0.013331
59351;-0.000794;0.013330
59352;-0.000793;0.013329
59353;-0.000793;0.013328
59354;-0.000793;0.013326
59355;-0.000793;0.013325
59356;-0.000793;0.013324
59357;-0.000793;0.013323
59358;-0.000793;0.013321
59359;-0.000793;0.013320
59360;-0.000793;0.013319
59361;-0.000793;0.013317
59362;-0.000793;0.013316
59363;-0.000793;0.013315
59364;-0.000793;0.013314
59365;-0.000792;0.013312
59366;-0.000792;0.013311
59367;-0.000792;0.013310
59368;-0.000792;0.013309
59369;-0.000792;0.013307
59370;-0.000792;0.013306
59371;-0.000792;0.013305
59372;-0.000792;0.013304
59373;-0.000792;0.013302
59374;-0.000792;0.013301
59375;-0.000792;0.013300
59376;-0.000792;0.013299
59377;-0.000792;0.013297
59378;-0.000791;0.013296
59379;-0.000791;0.013295
59380;-0.000791;0.013293
59381;-0.000791;0.013292
59382;-0.000791;0.013291
59383;-0.000791;0.013290
59384;-0.000791;0.013288
59385;-0.000791;0.013287
59386;-0.000791;0.013286
59387;-0.000791;0.013285
59388;-0.000791;0.013283
59389;-0.000791;0.013282
59390;-0.000791;0.013281
59391;-0.000791;0.013280
59392;-0.000790;0.013278
59393;-0.000790;0.013277
59394;-0.000790;0.013276
59395;-0.000790;0.013275
59396;-0.000790;0.013273
59397;-0.000790;0.013272
59398;-0.000790;0.013271
59399;-0.000790;0.013269
59400;-0.000790;0.013268
59401;-0.000790;0.013267
59402;-0.000790;0.013266
59403;-0.000790;0.013264
59404;-0.000790;0.013263
59405;-0.000789;0.013262
59406;-0.000789;0.013261
59407;-0.000789;0.013259
59408;-0.000789;0.013258
59409;-0.000789;0.013257
59410;-0.000789;0.013256
59411;-0.000789;0.013254
59412;-0.000789;0.013253
59413;-0.000789;0.013252
59414;-0.000789;0.013251
59415;-0.000789;0.013249
59416;-0.000789;0.013248
59417;-0.000789;0.013247
59418;-0.000788;0.013245
59419;-0.000788;0.013244
59420;-0.000788;0.013243
59421;-0.000788;0.013242
59422;-0.000788;0.013240
59423;-0.000788;0.013239
59424;-0.000788;0.013238
59425;-0.000788;0.013237
59426;-0.000788;0.013235
59427;-0.000788;0.013234
59428;-0.000788;0.013233
59429;-0.000788;0.013232
59430;-0.000788;0.013230
59431;-0.000788;0.013229
59432;-0.000787;0.013228
59433;-0.000787;0.013227
59434;-0.000787;0.013225
59435;-0.000787;0.013224
59436;-0.000787;0.013223
59437;-0.000787;0.013222
59438;-0.000787;0.013220
59439;-0.000787;0.013219
59440;-0.000787;0.013218
59441;-0.000787;0.013217
59442;-0.000787;0.013215
59443;-0.000787;0.013214
59444;-0.000787;0.013213
59445;-0.000786;0.013212
59446;-0.000786;0.013210
59447;-0.000786;0.013209
59448;-0.000786;0.013208
59449;-0.000786;0.013207
59450;-0.000786;0.013205
59451;-0.000786;0.013204
59452;-0.000786;0.013203
59453;-0.000786;0.013201
59454;-0.000786;0.013200
59455;-0.000786;0.013199
59456;-0.000786;0.013198
59457;-0.000786;0.013196
59458;-0.000785;0.013195
59459;-0.000785;0.013194
59460;-0.000785;0.013193
59461;-0.000785;0.013191
59462;-0.000785;0.013190
59463;-0.000785;0.013189
59464;-0.000785;0.013188
59465;-0.000785;0.013186
59466;-0.000785;0.013185
59467;-0.000785;0.013184
59468;-0.000785;0.013183
59469;-0.000785;0.013181
59470;-0.000785;0.013180
59471;-0.000785;0.013179
59472;-0.000784;0.013178
59473;-0.000784;0.013176
59474;-0.000784;0.013175
59475;-0.000784;0.013174
59476;-0.000784;0.013173
59477;-0.000784;0.013171
59478;-0.000784;0.013170
59479;-0.000784;0.013169
59480;-0.000784;0.013168
59481;-0.000784;0.013166
59482;-0.000784;0.013165
59483;-0.000784;0.013164
59484;-0.000784;0.013163
59485;-0.000783;0.013161
59486;-0.000783;0.013160
59487;-0.000783;0.013159
59488;-0.000783;0.013158
59489;-0.000783;0.013156
59490;-0.000783;0.013155
59491;-0.000783;0.013154
59492;-0.000783;0.013153
59493;-0.000783;0.013151
59494;-0.000783;0.013150
59495;-0.000783;0.013149
59496;-0.000783;0.013148
59497;-0.000783;0.013146
59498;-0.000783;0.013145
59499;-0.000782;0.013144
59500;-0.000782;0.013143
59501;-0.000782;0.013141
59502;-0.000782;0.013140
59503;-0.000782;0.013139
59504;-0.000782;0.013138
59505;-0.000782;0.013136
59506;-0.000782;0.013135
59507;-0.000782;0.013134
59508;-0.000782;0.013133
59509;-0.000782;0.013131
59510;-0.000782;0.013130
59511;-0.000782;0.013129
